Current/A,Voltage,Power,Ar,H2,Ar/H2,Thickness,Bonding strength
656.1962759486589,66.3050980388522,43.56389747951469,29.99953427025251,5.244299662318922,6.531848008979374,340.92636626347405,30.480767413805708
629.8093617352035,69.00795379757797,43.48359398924845,29.998587696363852,4.371534208816276,6.9479233058939,185.48927843564837,49.811430541141505
613.0878428571856,65.59072337014369,40.21749146849868,30.00037569792097,2.904475976581648,9.961391841640243,270.19200788570816,44.292276404093144
677.2368348352546,70.50559003093757,47.61267089942136,29.99877915637952,7.075440349385197,2.792491285653651,237.85783947056154,37.08665903460327
644.7253261829925,69.42018574761413,44.74610846993186,29.99969889619819,5.213687813473445,5.673263140546219,204.00899227204548,45.61140965300774
661.6689044405731,69.33958735112603,45.837020341553746,29.99961491764575,6.069327278732762,4.516423418864927,244.69852259625736,38.932033062429056
659.3518337635007,67.22656315730889,44.35483312893257,30.000975545102854,5.5724382090278555,5.813803221652449,315.0442827018352,32.48156556986278
617.4494210169623,67.41325283757764,41.65187120617795,30.00100353295188,3.4533353507721,8.676186895510352,214.80134530461257,48.96184710385138
671.1750652728292,68.85283672410614,46.170624768329745,30.00082190241643,6.467697669403373,4.109207760301421,283.3334641647105,33.65029890014502
602.0614817177873,64.86559839364735,39.019192840010646,29.99948172980775,2.2102588984512637,11.12803370536762,271.4694513192971,45.946597996106384
647.5334557663612,66.63625147719796,43.189368302818764,30.00096864495855,4.860215357009343,6.966140978917983,309.7396512845258,34.901666641726834
612.282457852588,66.14608065162378,40.510919868591536,29.999765412773407,2.9635024427311736,9.720423268315624,248.53414362900853,46.52343579491516
625.2446263398014,66.89577914991489,41.8512899446339,30.000174577935628,3.7624204675320483,8.40081775855825,250.7037418747466,44.222074859784186
640.289280327298,69.92189309063326,44.7598955651589,30.000301547389277,5.073852719249461,5.719320387853288,176.222383154625,49.02073208545956
655.8483656862642,66.85631062550046,43.8885031932394,29.99859814902771,5.326886144595982,6.256599323338869,320.35851944647476,32.52985511211017
629.8041023887007,68.0368715530465,42.876897033021606,30.000068562810107,4.1999994842699895,7.468831117040743,220.10891213294803,46.45484461026902
